subj_idx,rt,response,type,pre_Ne,pre_Pe
10,0.524,1,correct,-3.10819482,3.771720687
10,0.624,0,correct,13.98729018,8.899295768
10,0.434,1,error,-6.956072667,-2.934363787
10,0.592,1,correct,-7.149354238,3.938273448
10,0.474,0,correct,0.445128745,-6.617633628
10,0.462,1,error,-20.04137216,9.864749209
10,0.532,1,error,-18.51523493,8.406874583
10,0.544,1,correct,-10.16674163,-3.939070577
10,0.464,1,correct,10.70486901,8.048344987
10,0.516,1,correct,2.192573771,-2.003621245
10,0.466,1,correct,4.823265195,-1.933431978
10,0.75,1,correct,3.569121193,-3.575107092
10,0.514,1,correct,2.003754223,-2.765421331
10,0.596,0,correct,0.861740765,-4.864949006
10,0.45,1,error,11.54964393,-6.453336718
10,0.622,1,correct,-4.02033882,-4.301532043
10,0.742,1,correct,-6.429462286,-9.821415637
10,0.568,1,correct,8.351246284,6.42167801
10,0.522,1,correct,10.46698667,3.370914911
10,0.476,1,correct,-5.651796926,-2.60433261
10,0.578,1,correct,7.020393759,5.079165801
10,0.558,1,correct,5.077140464,-0.103541879
10,0.474,1,correct,-1.72175147,1.623850606
10,0.53,1,correct,0.418529321,-2.515333265
10,0.504,1,correct,-4.172226652,-1.230879237
10,0.614,1,correct,10.06326372,2.285319721
10,0.376,1,correct,-5.649395952,-3.428193222
10,0.644,0,correct,-7.322037184,0.533613268
10,0.552,1,error,-7.989920043,-1.500172601
10,0.382,1,correct,7.749931049,4.382207294
10,0.412,1,correct,-2.807115838,-6.26151661
10,0.442,1,correct,-7.70207421,-2.477648404
10,0.562,0,correct,8.984371334,6.163746829
10,0.422,1,error,-6.805581513,3.002852157
10,0.72,1,correct,-4.335651085,-3.187807222
10,0.536,1,correct,8.424711779,6.469932414
10,0.504,1,correct,8.185474381,5.230567053
10,0.542,1,correct,-8.745200155,-7.09397338
10,0.486,1,correct,-10.98526225,-1.302356461
10,0.37,1,correct,13.27754577,5.396847793
10,0.416,1,correct,-4.474695637,0.474303452
10,0.556,0,correct,-7.300227023,4.698099315
10,0.59,1,error,-6.580042464,-1.980329135
10,0.54,1,correct,-13.75602167,-3.710311174
10,0.81,1,correct,8.132779829,0.822040212
10,0.526,1,correct,-4.28919531,-4.744009377
10,0.466,1,correct,-6.434446791,-5.455240686
10,0.658,1,correct,-9.913291774,-8.607132513
10,0.91,0,correct,6.452401774,4.455257829
10,0.68,1,error,-2.003848289,-6.309890504
10,0.45,1,correct,-12.76268552,-7.993361512
10,0.44,1,correct,-6.776033141,-7.659786305
